,date,Temperature,Humdity,Light,HumidityRatio,PIR,Occupancy
89,2015-02-04 19:19,22.1,27.2,0,0.004474738,0,0
90,2015-02-04 19:20,22.13333333,27.2,0,0.004483903,0,0
91,2015-02-04 19:21,22.2,27.2,0,0.004502283,0,0
92,2015-02-04 19:21,22.1,27.2,0,0.004474738,0,0
93,2015-02-04 19:23,22.125,27.2,0,0.00448161,0,0
94,2015-02-04 19:24,22.2,27.2,0,0.004502283,0,0
95,2015-02-04 19:25,22.1,27.15,0,0.004466454,0,0
96,2015-02-04 19:25,22.1,27.2,0,0.004474738,0,0
97,2015-02-04 19:27,22.1,27.2,0,0.004474738,0,0
98,2015-02-04 19:27,22.1,27.2,0,0.004474738,0,0
99,2015-02-04 19:28,22.1,27.2,0,0.004474738,0,0
100,2015-02-04 19:30,22.1,27.2,0,0.004474738,0,0
101,2015-02-04 19:31,22.1,27.2,0,0.004474738,0,0
102,2015-02-04 19:32,22.1,27.2,0,0.004474738,0,0
103,2015-02-04 19:33,22.1,27.2,0,0.004474738,0,0
104,2015-02-04 19:34,22.1,27.15,0,0.004466454,0,0
105,2015-02-04 19:34,22.06666667,27.16666667,0,0.004460078,0,0
106,2015-02-04 19:36,22.1,27.1,0,0.004458169,0,0
107,2015-02-04 19:37,22,27.1,0,0.004430876,0,0
108,2015-02-04 19:38,22,27.1,0,0.004430876,0,0
109,2015-02-04 19:38,22.05,27.15,0,0.004452763,0,0
110,2015-02-04 19:40,22,27.1,0,0.004430876,0,0
111,2015-02-04 19:40,22,27.1,0,0.004430876,0,0
112,2015-02-04 19:41,22,27.1,0,0.004430876,0,0
113,2015-02-04 19:43,22,27.1,0,0.004430876,0,0
114,2015-02-04 19:44,21.9175,27.1,0,0.004408469,0,0
115,2015-02-04 19:45,21.945,27.1,0,0.004415927,0,0
116,2015-02-04 19:46,21.92666667,27.1,0,0.004410954,0,0
117,2015-02-04 19:46,21.89,27.1,0,0.004401023,0,0
118,2015-02-04 19:47,21.89,27.1,0,0.004401023,0,0
119,2015-02-04 19:49,21.89,27.1,0,0.004401023,0,0
120,2015-02-04 19:50,21.89,27.1,0,0.004401023,0,0
121,2015-02-04 19:51,21.89,27.1,0,0.004401023,0,0
122,2015-02-04 19:52,21.89,27.1,0,0.004401023,0,0
123,2015-02-04 19:53,21.89,27.1,0,0.004401023,0,0
124,2015-02-04 19:53,21.89,27.1,0,0.004401023,0,0
125,2015-02-04 19:54,21.89,27.1,0,0.004401023,0,0
126,2015-02-04 19:56,21.84,27.1,0,0.004387512,0,0
127,2015-02-04 19:57,21.85666667,27.1,0,0.004392012,0,0
128,2015-02-04 19:58,21.79,27.1,0,0.004374038,0,0
129,2015-02-04 19:59,21.79,27.1,0,0.004374038,0,0
130,2015-02-04 19:59,21.79,27.1,0,0.004374038,0,0
131,2015-02-04 20:00,21.79,27.1,0,0.004374038,0,0
132,2015-02-04 20:02,21.79,27.1,0,0.004374038,0,0
133,2015-02-04 20:03,21.79,27.1,0,0.004374038,0,0
134,2015-02-04 20:04,21.79,27.1,0,0.004374038,0,0
135,2015-02-04 20:05,21.79,27.1,0,0.004374038,0,0
136,2015-02-04 20:06,21.745,27.1,0,0.004361943,0,0
137,2015-02-04 20:06,21.7,27.1,0,0.004349877,0,0
138,2015-02-04 20:08,21.76,27.1,0,0.004365971,0,0
139,2015-02-04 20:09,21.745,27.05,0,0.004353839,0,0
140,2015-02-04 20:10,21.79,27.05,0,0.004365912,0,0
141,2015-02-04 20:10,21.73,27,0,0.004341725,0,0
142,2015-02-04 20:12,21.745,27,0,0.004345735,0,0
143,2015-02-04 20:12,21.745,27,0,0.004345735,0,0
144,2015-02-04 20:13,21.745,27,0,0.004345735,0,0
145,2015-02-04 20:15,21.7,27,0,0.004333714,0,0
146,2015-02-04 20:16,21.7,27,0,0.004333714,0,0
147,2015-02-04 20:17,21.7,27,0,0.004333714,0,0
148,2015-02-04 20:18,21.7,26.89,0,0.004315936,0,0
149,2015-02-04 20:19,21.7,26.89,0,0.004315936,0,0
150,2015-02-04 20:19,21.7,26.89,0,0.004315936,0,0
151,2015-02-04 20:21,21.7,26.89,0,0.004315936,0,0
152,2015-02-04 20:22,21.7,26.89,0,0.004315936,0,0
153,2015-02-04 20:23,21.7,26.89,0,0.004315936,0,0
154,2015-02-04 20:23,21.7,26.89,0,0.004315936,0,0
155,2015-02-04 20:25,21.7,26.89,0,0.004315936,0,0
156,2015-02-04 20:25,21.7,26.79,0,0.004299774,0,0
157,2015-02-04 20:26,21.7,26.79,0,0.004299774,0,0
158,2015-02-04 20:28,21.7,26.79,0,0.004299774,0,0
159,2015-02-04 20:29,21.7,26.79,0,0.004299774,0,0
160,2015-02-04 20:30,21.7,26.7675,0,0.004296138,0,0
161,2015-02-04 20:31,21.7,26.79,0,0.004299774,0,0
162,2015-02-04 20:31,21.7,26.79,0,0.004299774,0,0
163,2015-02-04 20:32,21.7,26.79,0,0.004299774,0,0
164,2015-02-04 20:34,21.7,26.7,0,0.00428523,0,0
165,2015-02-04 20:35,21.7,26.7,0,0.00428523,0,0
166,2015-02-04 20:36,21.7,26.7,0,0.00428523,0,0
167,2015-02-04 20:37,21.6,26.7,0,0.004258922,0,0
168,2015-02-04 20:38,21.6,26.6,0,0.004242862,0,0
169,2015-02-04 20:38,21.6,26.65,0,0.004250892,0,0
170,2015-02-04 20:39,21.6,26.6,0,0.004242862,0,0
171,2015-02-04 20:41,21.65,26.65,0,0.004264003,0,0
172,2015-02-04 20:42,21.6,26.55,0,0.004234832,0,0
173,2015-02-04 20:43,21.6,26.5,0,0.004226803,0,0
174,2015-02-04 20:44,21.6,26.5,0,0.004226803,0,0
175,2015-02-04 20:44,21.6,26.5,0,0.004226803,0,0
176,2015-02-04 20:45,21.6,26.5,0,0.004226803,0,0
177,2015-02-04 20:47,21.65,26.55,0,0.004247894,0,0
178,2015-02-04 20:48,21.6,26.5,0,0.004226803,0,0
179,2015-02-04 20:49,21.6,26.445,0,0.004217971,0,0
180,2015-02-04 20:50,21.6,26.4725,0,0.004222387,0,0
181,2015-02-04 20:51,21.6,26.445,0,0.004217971,0,0
182,2015-02-04 20:51,21.6,26.445,0,0.004217971,0,0
183,2015-02-04 20:53,21.6,26.39,0,0.004209139,0,0
184,2015-02-04 20:54,21.6,26.39,0,0.004209139,0,0
185,2015-02-04 20:55,21.6,26.39,0,0.004209139,0,0
186,2015-02-04 20:55,21.6,26.39,0,0.004209139,0,0
187,2015-02-04 20:57,21.6,26.39,0,0.004209139,0,0
188,2015-02-04 20:57,21.575,26.315,0,0.004190637,0,0
189,2015-02-04 20:58,21.6,26.29,0,0.004193082,0,0
190,2015-02-04 21:00,21.6,26.29,0,0.004193082,0,0
191,2015-02-04 21:01,21.55,26.245,0,0.004172982,0,0
192,2015-02-04 21:02,21.55,26.245,0,0.004172982,0,0
193,2015-02-04 21:03,21.5,26.2,0,0.004152962,0,0
194,2015-02-04 21:04,21.56666667,26.2,0,0.004170059,0,0
195,2015-02-04 21:04,21.5,26.2,0,0.004152962,0,0
196,2015-02-04 21:06,21.5,26.2,0,0.004152962,0,0
197,2015-02-04 21:07,21.5,26.15,0,0.004144984,0,0
198,2015-02-04 21:08,21.5,26.15,0,0.004144984,0,0
199,2015-02-04 21:08,21.5,26.1,0,0.004137006,0,0
200,2015-02-04 21:10,21.5,26.1,0,0.004137006,0,0
201,2015-02-04 21:10,21.5,26.1,0,0.004137006,0,0
202,2015-02-04 21:11,21.5,26.1,0,0.004137006,0,0
203,2015-02-04 21:13,21.5,26.05,0,0.004129028,0,0
204,2015-02-04 21:14,21.5,26.1,0,0.004137006,0,0
205,2015-02-04 21:15,21.5,26,0,0.00412105,0,0
206,2015-02-04 21:16,21.5,26,0,0.00412105,0,0
207,2015-02-04 21:16,21.5,26,0,0.00412105,0,0
208,2015-02-04 21:17,21.5,26,0,0.00412105,0,0
209,2015-02-04 21:19,21.5,26,0,0.00412105,0,0
210,2015-02-04 21:20,21.5,26,0,0.00412105,0,0
211,2015-02-04 21:21,21.5,26,0,0.00412105,0,0
212,2015-02-04 21:22,21.5,25.89,0,0.0041035,0,0
213,2015-02-04 21:23,21.5,26,0,0.00412105,0,0
214,2015-02-04 21:23,21.5,26,0,0.00412105,0,0
215,2015-02-04 21:24,21.5,25.92666667,0,0.00410935,0,0
216,2015-02-04 21:26,21.5,25.89,0,0.0041035,0,0
217,2015-02-04 21:27,21.5,25.89,0,0.0041035,0,0
218,2015-02-04 21:28,21.5,25.89,0,0.0041035,0,0
219,2015-02-04 21:29,21.5,25.84,0,0.004095523,0,0
220,2015-02-04 21:29,21.5,25.84,0,0.004095523,0,0
221,2015-02-04 21:30,21.5,25.89,0,0.0041035,0,0
222,2015-02-04 21:32,21.5,25.89,0,0.0041035,0,0
223,2015-02-04 21:33,21.5,25.89,0,0.0041035,0,0
224,2015-02-04 21:34,21.4725,25.865,0,0.004092568,0,0
225,2015-02-04 21:35,21.5,25.84,0,0.004095523,0,0
226,2015-02-04 21:36,21.5,25.79,0,0.004087546,0,0
227,2015-02-04 21:36,21.5,25.79,0,0.004087546,0,0
228,2015-02-04 21:38,21.5,25.79,0,0.004087546,0,0
229,2015-02-04 21:39,21.445,25.745,0,0.004066556,0,0
230,2015-02-04 21:40,21.445,25.745,0,0.004066556,0,0
231,2015-02-04 21:40,21.46333333,25.76,0,0.004073542,0,0
232,2015-02-04 21:42,21.445,25.745,0,0.004066556,0,0
233,2015-02-04 21:42,21.5,25.79,0,0.004087546,0,0
234,2015-02-04 21:43,21.42666667,25.73,0,0.004059579,0,0
235,2015-02-04 21:45,21.39,25.7,0,0.004045656,0,0
236,2015-02-04 21:46,21.39,25.7,0,0.004045656,0,0
237,2015-02-04 21:47,21.445,25.745,0,0.004066556,0,0
238,2015-02-04 21:48,21.5,25.79,0,0.004087546,0,0
239,2015-02-04 21:49,21.39,25.7,0,0.004045656,0,0
240,2015-02-04 21:49,21.445,25.745,0,0.004066556,0,0
241,2015-02-04 21:51,21.445,25.745,0,0.004066556,0,0
242,2015-02-04 21:52,21.39,25.7,0,0.004045656,0,0
243,2015-02-04 21:53,21.5,25.79,0,0.004087546,0,0
244,2015-02-04 21:53,21.39,25.7,0,0.004045656,0,0
245,2015-02-04 21:55,21.42666667,25.73,0,0.004059579,0,0
246,2015-02-04 21:55,21.39,25.7,0,0.004045656,0,0
247,2015-02-04 21:56,21.39,25.7,0,0.004045656,0,0
248,2015-02-04 21:58,21.39,25.7,0,0.004045656,0,0
249,2015-02-04 21:59,21.39,25.7,0,0.004045656,0,0
250,2015-02-04 22:00,21.39,25.7,0,0.004045656,0,0
251,2015-02-04 22:01,21.39,25.7,0,0.004045656,0,0
252,2015-02-04 22:01,21.39,25.7,0,0.004045656,0,0
253,2015-02-04 22:02,21.39,25.7,0,0.004045656,0,0
254,2015-02-04 22:04,21.39,25.7,0,0.004045656,0,0
255,2015-02-04 22:05,21.39,25.7,0,0.004045656,0,0
256,2015-02-04 22:06,21.39,25.7,0,0.004045656,0,0
257,2015-02-04 22:07,21.39,25.7,0,0.004045656,0,0
258,2015-02-04 22:08,21.39,25.7,0,0.004045656,0,0
259,2015-02-04 22:08,21.39,25.7,0,0.004045656,0,0
260,2015-02-04 22:09,21.39,25.7,0,0.004045656,0,0
261,2015-02-04 22:11,21.39,25.7,0,0.004045656,0,0
262,2015-02-04 22:12,21.39,25.7,0,0.004045656,0,0
263,2015-02-04 22:13,21.39,25.7,0,0.004045656,0,0
264,2015-02-04 22:14,21.39,25.7,0,0.004045656,0,0
265,2015-02-04 22:14,21.39,25.7,0,0.004045656,0,0
266,2015-02-04 22:15,21.39,25.7,0,0.004045656,0,0
267,2015-02-04 22:17,21.39,25.7,0,0.004045656,0,0
268,2015-02-04 22:18,21.34,25.7,0,0.004033195,0,0
269,2015-02-04 22:19,21.39,25.7,0,0.004045656,0,0
270,2015-02-04 22:20,21.39,25.7,0,0.004045656,0,0
271,2015-02-04 22:21,21.39,25.7,0,0.004045656,0,0
272,2015-02-04 22:21,21.29,25.7,0,0.004020769,0,0
273,2015-02-04 22:23,21.34,25.7,0,0.004033195,0,0
274,2015-02-04 22:24,21.29,25.7,0,0.004020769,0,0
275,2015-02-04 22:25,21.34,25.7,0,0.004033195,0,0
276,2015-02-04 22:25,21.32333333,25.7,0,0.004029049,0,0
277,2015-02-04 22:27,21.34,25.7,0,0.004033195,0,0
278,2015-02-04 22:27,21.29,25.7,0,0.004020769,0,0
279,2015-02-04 22:28,21.39,25.7,0,0.004045656,0,0
280,2015-02-04 22:30,21.39,25.7,0,0.004045656,0,0
281,2015-02-04 22:31,21.29,25.7,0,0.004020769,0,0
282,2015-02-04 22:32,21.29,25.7,0,0.004020769,0,0
283,2015-02-04 22:33,21.34,25.7,0,0.004033195,0,0
284,2015-02-04 22:34,21.29,25.7,0,0.004020769,0,0
285,2015-02-04 22:34,21.39,25.7,0,0.004045656,0,0
286,2015-02-04 22:36,21.29,25.7,0,0.004020769,0,0
287,2015-02-04 22:37,21.34,25.7,0,0.004033195,0,0
288,2015-02-04 22:38,21.29,25.7,0,0.004020769,0,0
289,2015-02-04 22:38,21.29,25.7,0,0.004020769,0,0
290,2015-02-04 22:40,21.29,25.7,0,0.004020769,0,0
291,2015-02-04 22:40,21.29,25.7,0,0.004020769,0,0
292,2015-02-04 22:41,21.29,25.7,0,0.004020769,0,0
293,2015-02-04 22:43,21.29,25.7,0,0.004020769,0,0
294,2015-02-04 22:44,21.29,25.7,0,0.004020769,0,0
295,2015-02-04 22:45,21.29,25.7,0,0.004020769,0,0
296,2015-02-04 22:46,21.29,25.7,0,0.004020769,0,0
297,2015-02-04 22:46,21.29,25.7,0,0.004020769,0,0
298,2015-02-04 22:47,21.29,25.7,0,0.004020769,0,0
299,2015-02-04 22:49,21.29,25.7,0,0.004020769,0,0
300,2015-02-04 22:50,21.29,25.7,0,0.004020769,0,0
301,2015-02-04 22:51,21.29,25.7,0,0.004020769,0,0
302,2015-02-04 22:52,21.2,25.6,0,0.003982828,0,0
303,2015-02-04 22:53,21.29,25.7,0,0.004020769,0,0
304,2015-02-04 22:53,21.29,25.7,0,0.004020769,0,0
305,2015-02-04 22:54,21.26,25.66666667,0,0.00400809,0,0
306,2015-02-04 22:56,21.245,25.65,0,0.004001763,0,0
307,2015-02-04 22:57,21.23,25.63333333,0,0.003995443,0,0
308,2015-02-04 22:58,21.29,25.7,0,0.004020769,0,0
309,2015-02-04 22:59,21.2,25.6,0,0.003982828,0,0
310,2015-02-04 22:59,21.2,25.6,0,0.003982828,0,0
311,2015-02-04 23:00,21.245,25.65,0,0.004001763,0,0
312,2015-02-04 23:02,21.245,25.65,0,0.004001763,0,0
313,2015-02-04 23:03,21.2,25.6,0,0.003982828,0,0
314,2015-02-04 23:04,21.2,25.6,0,0.003982828,0,0
315,2015-02-04 23:05,21.2,25.6,0,0.003982828,0,0
316,2015-02-04 23:06,21.2,25.6,0,0.003982828,0,0
317,2015-02-04 23:06,21.2,25.6,0,0.003982828,0,0
318,2015-02-04 23:08,21.2,25.6,0,0.003982828,0,0
319,2015-02-04 23:09,21.2,25.6,0,0.003982828,0,0
320,2015-02-04 23:10,21.2,25.6,0,0.003982828,0,0
321,2015-02-04 23:10,21.2,25.6,0,0.003982828,0,0
322,2015-02-04 23:12,21.2,25.6,0,0.003982828,0,0
323,2015-02-04 23:12,21.2,25.55,0,0.003974999,0,0
324,2015-02-04 23:13,21.2,25.5,0,0.003967171,0,0
325,2015-02-04 23:15,21.2,25.5,0,0.003967171,0,0
326,2015-02-04 23:16,21.2,25.5,0,0.003967171,0,0
327,2015-02-04 23:17,21.2,25.5,0,0.003967171,0,0
328,2015-02-04 23:18,21.2,25.5,0,0.003967171,0,0
329,2015-02-04 23:19,21.2,25.5,0,0.003967171,0,0
330,2015-02-04 23:19,21.2,25.445,0,0.00395856,0,0
331,2015-02-04 23:21,21.2,25.5,0,0.003967171,0,0
332,2015-02-04 23:22,21.2,25.39,0,0.003949949,0,0
333,2015-02-04 23:23,21.2,25.39,0,0.003949949,0,0
334,2015-02-04 23:23,21.2,25.39,0,0.003949949,0,0
335,2015-02-04 23:25,21.2,25.39,0,0.003949949,0,0
336,2015-02-04 23:25,21.2,25.39,0,0.003949949,0,0
337,2015-02-04 23:26,21.2,25.39,0,0.003949949,0,0
338,2015-02-04 23:28,21.2,25.39,0,0.003949949,0,0
339,2015-02-04 23:29,21.2,25.39,0,0.003949949,0,0
340,2015-02-04 23:30,21.2,25.39,0,0.003949949,0,0
341,2015-02-04 23:31,21.2,25.39,0,0.003949949,0,0
342,2015-02-04 23:31,21.2,25.29,0,0.003934293,0,0
343,2015-02-04 23:32,21.2,25.39,0,0.003949949,0,0
344,2015-02-04 23:34,21.2,25.29,0,0.003934293,0,0
345,2015-02-04 23:35,21.2,25.34,0,0.003942121,0,0
346,2015-02-04 23:36,21.2,25.39,0,0.003949949,0,0
347,2015-02-04 23:37,21.2,25.34,0,0.003942121,0,0
348,2015-02-04 23:38,21.2,25.29,0,0.003934293,0,0
349,2015-02-04 23:38,21.2,25.365,0,0.003946035,0,0
350,2015-02-04 23:39,21.2,25.39,0,0.003949949,0,0
351,2015-02-04 23:41,21.2,25.39,0,0.003949949,0,0
352,2015-02-04 23:42,21.15,25.39,0,0.003937767,0,0
353,2015-02-04 23:43,21.2,25.39,0,0.003949949,0,0
354,2015-02-04 23:44,21.2,25.39,0,0.003949949,0,0
355,2015-02-04 23:44,21.2,25.39,0,0.003949949,0,0
356,2015-02-04 23:45,21.2,25.29,0,0.003934293,0,0
357,2015-02-04 23:47,21.2,25.34,0,0.003942121,0,0
358,2015-02-04 23:48,21.2,25.29,0,0.003934293,0,0
359,2015-02-04 23:49,21.2,25.29,0,0.003934293,0,0
360,2015-02-04 23:50,21.2,25.29,0,0.003934293,0,0
361,2015-02-04 23:51,21.2,25.29,0,0.003934293,0,0
362,2015-02-04 23:51,21.2,25.29,0,0.003934293,0,0
363,2015-02-04 23:53,21.2,25.29,0,0.003934293,0,0
364,2015-02-04 23:54,21.2,25.29,0,0.003934293,0,0
365,2015-02-04 23:55,21.2,25.29,0,0.003934293,0,0
366,2015-02-04 23:55,21.245,25.245,0,0.003938177,0,0
367,2015-02-04 23:57,21.23,25.23,0,0.003932179,0,0
368,2015-02-04 23:57,21.29,25.29,0,0.003956216,0,0
369,2015-02-04 23:58,21.2,25.2,0,0.003920204,0,0
370,2015-02-05 00:00,21.245,25.245,0,0.003938177,0,0
371,2015-02-05 00:01,21.245,25.245,0,0.003938177,0,0
372,2015-02-05 00:02,21.26,25.26,0,0.003944183,0,0
373,2015-02-05 00:03,21.245,25.245,0,0.003938177,0,0
374,2015-02-05 00:04,21.245,25.2,0,0.003931113,0,0
375,2015-02-05 00:04,21.29,25.2,0,0.003942048,0,0
376,2015-02-05 00:06,21.245,25.2,0,0.003931113,0,0
377,2015-02-05 00:07,21.29,25.2,0,0.003942048,0,0
378,2015-02-05 00:08,21.29,25.2,0,0.003942048,0,0
379,2015-02-05 00:08,21.29,25.2,0,0.003942048,0,0
380,2015-02-05 00:10,21.29,25.2,0,0.003942048,0,0
381,2015-02-05 00:10,21.29,25.2,0,0.003942048,0,0
382,2015-02-05 00:11,21.29,25.2,0,0.003942048,0,0
383,2015-02-05 00:13,21.29,25.2,0,0.003942048,0,0
384,2015-02-05 00:14,21.29,25.2,0,0.003942048,0,0
385,2015-02-05 00:15,21.29,25.2,0,0.003942048,0,0
386,2015-02-05 00:16,21.29,25.2,0,0.003942048,0,0
387,2015-02-05 00:16,21.29,25.2,0,0.003942048,0,0
388,2015-02-05 00:17,21.29,25.2,0,0.003942048,0,0
389,2015-02-05 00:19,21.29,25.2,0,0.003942048,0,0
390,2015-02-05 00:20,21.29,25.2,0,0.003942048,0,0
391,2015-02-05 00:21,21.29,25.2,0,0.003942048,0,0
392,2015-02-05 00:22,21.29,25.2,0,0.003942048,0,0
393,2015-02-05 00:23,21.29,25.2,0,0.003942048,0,0
394,2015-02-05 00:23,21.29,25.2,0,0.003942048,0,0
395,2015-02-05 00:24,21.29,25.2,0,0.003942048,0,0
396,2015-02-05 00:26,21.29,25.245,0,0.003949132,0,0
397,2015-02-05 00:27,21.29,25.245,0,0.003949132,0,0
398,2015-02-05 00:28,21.2,25.2,0,0.003920204,0,0
399,2015-02-05 00:29,21.2,25.2,0,0.003920204,0,0
400,2015-02-05 00:29,21.2,25.2,0,0.003920204,0,0
401,2015-02-05 00:30,21.2,25.2,0,0.003920204,0,0
402,2015-02-05 00:32,21.2,25.2,0,0.003920204,0,0
403,2015-02-05 00:33,21.2,25.245,0,0.003927249,0,0
404,2015-02-05 00:34,21.2,25.245,0,0.003927249,0,0
405,2015-02-05 00:35,21.2,25.29,0,0.003934293,0,0
406,2015-02-05 00:36,21.2,25.29,0,0.003934293,0,0
407,2015-02-05 00:36,21.2,25.29,0,0.003934293,0,0
408,2015-02-05 00:38,21.16666667,25.35666667,0,0.003936616,0,0
409,2015-02-05 00:39,21.16666667,25.39,0,0.003941824,0,0
410,2015-02-05 00:40,21.15,25.39,0,0.003937767,0,0
411,2015-02-05 00:40,21.1,25.39,0,0.003925619,0,0
412,2015-02-05 00:42,21.15,25.39,0,0.003937767,0,0
413,2015-02-05 00:42,21.1,25.39,0,0.003925619,0,0
414,2015-02-05 00:43,21.1,25.39,0,0.003925619,0,0
415,2015-02-05 00:45,21.1,25.46333333,0,0.003937029,0,0
416,2015-02-05 00:46,21.1,25.5,0,0.003942734,0,0
417,2015-02-05 00:47,21.1,25.5,0,0.003942734,0,0
418,2015-02-05 00:48,21.05,25.445,0,0.003922035,0,0
419,2015-02-05 00:49,21.1,25.5,0,0.003942734,0,0
420,2015-02-05 00:49,21.05,25.445,0,0.003922035,0,0
421,2015-02-05 00:51,21.05,25.445,0,0.003922035,0,0
