,date,Temperature,Humidity,Light,PIR,Occupancy
191,02/02/15 15:10,23.5,28.025,444.25,0,1
192,02/02/15 15:10,23.445,28.125,454.75,0,1
193,02/02/15 15:11,23.39,28.18,455.8,0,1
194,02/02/15 15:13,23.39,28.2,451.6,0,1
195,02/02/15 15:14,23.39,28.2,451.6,0,1
196,02/02/15 15:15,23.39,28.2,454.75,0,1
197,02/02/15 15:16,23.39,28.2225,454.75,0,1
198,02/02/15 15:16,23.39,28.37333333,457.5,0,1
199,02/02/15 15:17,23.37,28.39,464,0,1
200,02/02/15 15:19,23.39,28.32333333,464,0,1
201,02/02/15 15:20,23.37333333,28.445,464,0,1
202,02/02/15 15:21,23.39,28.5,471.5,0,1
203,02/02/15 15:22,23.32333333,28.5,475.6666667,0,1
204,02/02/15 15:23,23.365,28.5,471.5,0,1
205,02/02/15 15:23,23.29,28.5,467.75,0,1
206,02/02/15 15:24,23.30666667,28.53333333,466.5,0,1
207,02/02/15 15:26,23.29,28.7,464,1,1
208,02/02/15 15:27,23.29,28.7,467,1,1
209,02/02/15 15:28,23.29,28.675,467.75,1,1
210,02/02/15 15:29,23.29,28.61666667,466.5,1,1
211,02/02/15 15:29,23.29,28.66,459,1,1
212,02/02/15 15:30,23.29,28.55,464,1,1
213,02/02/15 15:32,23.29,28.6,470,1,1
214,02/02/15 15:33,23.272,28.6,464,1,1
215,02/02/15 15:34,23.2,28.4175,464,1,1
216,02/02/15 15:35,23.23,28.5,449,1,1
217,02/02/15 15:36,23.29,28.5,464,1,1
218,02/02/15 15:36,23.215,28.63333333,462.3333333,1,1
219,02/02/15 15:38,23.2,28.6,469,1,1
220,02/02/15 15:39,23.2,28.65,469,1,1
221,02/02/15 15:40,23.2,28.62,469,1,1
222,02/02/15 15:40,23.2,28.7,464,1,1
223,02/02/15 15:42,23.2,28.7,456.5,1,1
224,02/02/15 15:42,23.2,28.718,457,1,1
225,02/02/15 15:43,23.2,28.79,450.25,1,1
226,02/02/15 15:45,23.2,28.79,446,1,1
227,02/02/15 15:46,23.14,28.79,451.6,1,1
228,02/02/15 15:47,23.15,28.89,454.75,1,1
229,02/02/15 15:48,23.15,28.89,448,1,1
230,02/02/15 15:49,23.18,28.83,444,1,1
231,02/02/15 15:49,23.11666667,28.945,444,1,1
232,02/02/15 15:51,23.14,28.956,444,1,1
233,02/02/15 15:52,23.1,29,444,1,1
234,02/02/15 15:53,23.1,29.075,444,1,1
235,02/02/15 15:53,23.1,28.918,444,1,1
236,02/02/15 15:55,23.1,27.925,444,1,1
237,02/02/15 15:55,23.06,27.772,444,1,1
238,02/02/15 15:56,23.02,27.556,435,1,1
239,02/02/15 15:58,23.01,27.81883333,432,1,1
240,02/02/15 15:59,23,28.08166667,429,1,1
241,02/02/15 16:00,23,27.956,429,1,1
242,02/02/15 16:01,22.98166667,27.90833333,429,1,1
243,02/02/15 16:01,23,27.92666667,429,1,1
244,02/02/15 16:02,23,28.018,429,1,1
245,02/02/15 16:04,22.98166667,28.06666667,429,1,1
246,02/02/15 16:05,22.945,28.1,429,1,1
247,02/02/15 16:06,23,28.1,429,1,1
248,02/02/15 16:07,22.956,28.2,429,1,1
249,02/02/15 16:08,22.9725,28.1,429,1,1
250,02/02/15 16:08,22.945,28.13333333,429,1,1
251,02/02/15 16:09,23,28.2,429,1,1
252,02/02/15 16:11,22.945,28.2,429,1,1
253,02/02/15 16:12,23,28.13333333,429,1,1
254,02/02/15 16:13,22.912,28.1,429,1,1
255,02/02/15 16:14,22.89,28.1,429,1,1
256,02/02/15 16:14,22.89,27.956,432,1,1
257,02/02/15 16:15,22.865,27.84,432.75,1,1
258,02/02/15 16:17,22.87333333,27.68333333,439,1,1
259,02/02/15 16:18,22.87333333,27.6,429,1,1
260,02/02/15 16:19,22.89,27.6,432.75,1,1
261,02/02/15 16:20,22.815,27.445,432.75,1,1
262,02/02/15 16:21,22.84,27.37333333,436.5,1,1
263,02/02/15 16:21,22.79,27.365,438,1,1
264,02/02/15 16:23,22.79,27.2,444,1,1
265,02/02/15 16:24,22.79,27.17142857,435.4285714,1,1
266,02/02/15 16:25,22.79,27.06666667,434,1,1
267,02/02/15 16:25,22.79,27.02,432,1,1
268,02/02/15 16:27,22.772,26.934,438,1,1
269,02/02/15 16:27,22.76,26.82333333,439,1,1
270,02/02/15 16:28,22.7,26.754,432,1,1
271,02/02/15 16:30,22.7225,26.7,432.75,1,1
272,02/02/15 16:31,22.7,26.68333333,434,1,1
273,02/02/15 16:32,22.7,26.53333333,444,1,1
274,02/02/15 16:33,22.7,26.46333333,444,1,1
275,02/02/15 16:34,22.7,26.445,441.5,1,1
276,02/02/15 16:34,22.7,26.34,444,1,1
277,02/02/15 16:36,22.7,26.26,444,1,1
278,02/02/15 16:37,22.7,26.2,441,1,1
279,02/02/15 16:38,22.7,26.16,438,1,1
280,02/02/15 16:38,22.7,26.02,441,1,1
281,02/02/15 16:40,22.7,26.1,440.25,1,1
282,02/02/15 16:40,22.7,26,439,1,1
283,02/02/15 16:41,22.7,25.934,438,1,1
284,02/02/15 16:43,22.7,25.92666667,439,1,1
285,02/02/15 16:44,22.7,25.815,432.75,1,1
286,02/02/15 16:45,22.68,25.772,432,1,1
287,02/02/15 16:46,22.64,25.696,429,1,1
288,02/02/15 16:46,22.6,25.575,429,1,1
289,02/02/15 16:47,22.66666667,25.6,429,1,1
290,02/02/15 16:49,22.6,25.525,433.5,1,1
291,02/02/15 16:50,22.62,25.476,436.2,1,1
292,02/02/15 16:51,22.625,25.55,442.5,1,1
293,02/02/15 16:52,22.6,25.39,443.4,1,1
294,02/02/15 16:53,22.65,25.42,438,1,1
295,02/02/15 16:53,22.6,25.2675,442.5,1,1
296,02/02/15 16:54,22.6,25.218,439.8,1,1
297,02/02/15 16:56,22.6,25.2,439.8,1,1
298,02/02/15 16:57,22.6,25.2,435.5,1,1
299,02/02/15 16:58,22.6,25.15,430.75,1,1
300,02/02/15 16:59,22.6,25.14,440.6,1,1
301,02/02/15 16:59,22.6,25.15,428.2,1,1
302,02/02/15 17:00,22.6,25.04,432.2,1,1
303,02/02/15 17:02,22.6,25.05,431.75,1,1
304,02/02/15 17:03,22.6,25.06,429.2,1,1
305,02/02/15 17:04,22.6,25,433,1,1
306,02/02/15 17:05,22.6,25,433,1,1
307,02/02/15 17:06,22.6,25,428.2,1,1
308,02/02/15 17:06,22.6,25.025,428.25,1,1
309,02/02/15 17:08,22.6,25.1,425.4,1,1
310,02/02/15 17:09,22.6,25.08,429.2,1,1
311,02/02/15 17:10,22.56,25.02,433,1,1
312,02/02/15 17:10,22.58,25.08,433,1,1
313,02/02/15 17:12,22.575,25.075,433,1,1
314,02/02/15 17:12,22.56,24.912,433,1,1
315,02/02/15 17:13,22.55,25.2,433,1,1
316,02/02/15 17:15,22.6,24.9175,433,1,1
317,02/02/15 17:16,22.58,25.06,433,1,1
318,02/02/15 17:17,22.56666667,24.90833333,433,1,1
319,02/02/15 17:18,22.525,24.945,433,1,1
320,02/02/15 17:19,22.54,24.89,433,1,1
321,02/02/15 17:19,22.5,24.865,433,1,1
322,02/02/15 17:21,22.5,24.9175,433,1,1
323,02/02/15 17:22,22.5,24.91166667,433,1,1
324,02/02/15 17:23,22.56,24.81,433,1,1
325,02/02/15 17:23,22.525,24.89,426,1,1
326,02/02/15 17:25,22.52,24.976,430.2,1,1
327,02/02/15 17:25,22.575,25.075,433,1,1
328,02/02/15 17:26,22.6,25,433,1,1
329,02/02/15 17:28,22.6,25.02142857,433,1,1
330,02/02/15 17:29,22.6,25.04285714,433,1,1
331,02/02/15 17:30,22.6,25.1,433,1,1
332,02/02/15 17:31,22.6,25.1,428.3333333,1,1
333,02/02/15 17:31,22.6,25.08,424.6,1,1
334,02/02/15 17:32,22.6,25.16666667,433,1,1
335,02/02/15 17:34,22.6,25.06666667,428.3333333,1,0
336,02/02/15 17:35,22.6,25.2,422.5,1,0
337,02/02/15 17:36,22.6,25.2,423.6666667,1,0
338,02/02/15 17:37,22.54,25.16,424.6,1,0
339,02/02/15 17:38,22.54,25.16,427.4,1,0
340,02/02/15 17:38,22.54,25.14,421.8,1,0
341,02/02/15 17:39,22.525,25.1,426,1,0
342,02/02/15 17:41,22.5,25.04,421.8,1,0
343,02/02/15 17:42,22.5,25,419,1,0
344,02/02/15 17:43,22.5,25,419,1,0
345,02/02/15 17:44,22.5,25,419,1,0
346,02/02/15 17:44,22.5,24.912,419,1,0
347,02/02/15 17:45,22.5,24.89,419,1,0
348,02/02/15 17:47,22.5,24.89,419,1,0
349,02/02/15 17:48,22.5,24.89,419,1,0
350,02/02/15 17:49,22.478,24.87,419,1,0
351,02/02/15 17:50,22.456,24.83,419,1,0
352,02/02/15 17:51,22.5,24.85666667,419,1,0
353,02/02/15 17:51,22.4175,24.7475,419,1,0
354,02/02/15 17:53,22.456,24.81,419,1,0
355,02/02/15 17:54,22.39,24.7,419,1,0
356,02/02/15 17:55,22.4175,24.7225,419,1,0
357,02/02/15 17:55,22.39,24.7,419,1,0
358,02/02/15 17:57,22.39,24.7225,419,1,1
359,02/02/15 17:57,22.39,24.71708333,419,1,1
360,02/02/15 17:58,22.39,24.71166667,419,1,1
361,02/02/15 18:00,22.39,24.625,419,1,1
362,02/02/15 18:01,22.39,24.754,416.2,1,1
363,02/02/15 18:02,22.39,24.912,418.6,1,1
364,02/02/15 18:03,22.39,25.245,415,1,1
365,02/02/15 18:04,22.39,25.0925,310.25,1,1
366,02/02/15 18:04,22.39,25,418,0,0
367,02/02/15 18:06,22.35,24.978,418,0,0
368,02/02/15 18:07,22.32333333,25,418,0,0
369,02/02/15 18:08,22.365,24.9725,418,0,0
370,02/02/15 18:08,22.315,24.89,418,0,0
371,02/02/15 18:10,22.29,24.9175,418,0,0
372,02/02/15 18:10,22.29,24.912,418,0,0
373,02/02/15 18:11,22.26,24.85666667,418,0,0
374,02/02/15 18:13,22.254,24.85,418,0,0
375,02/02/15 18:14,22.23,24.79333333,418,0,0
376,02/02/15 18:15,22.26,24.82333333,418,0,0
377,02/02/15 18:16,22.2,24.79,418,0,0
378,02/02/15 18:16,22.2,24.79,418,0,0
379,02/02/15 18:17,22.2,24.736,418,1,1
380,02/02/15 18:19,22.2,24.79,418,1,1
381,02/02/15 18:20,22.13333333,24.7,418,1,1
382,02/02/15 18:21,22.1,24.7,418,1,1
383,02/02/15 18:22,22.15,24.7225,418,1,1
384,02/02/15 18:23,22.1,24.7,418,1,1
385,02/02/15 18:23,22.1,24.7,418,1,1
386,02/02/15 18:24,22.13333333,24.7,418,1,1
387,02/02/15 18:26,22.1,24.7,418,1,1
388,02/02/15 18:27,22.1,24.675,418,1,1
389,02/02/15 18:28,22.06666667,24.66666667,418,1,1
390,02/02/15 18:29,22.06666667,24.66666667,418,1,1
391,02/02/15 18:29,22,24.58,418,1,1
392,02/02/15 18:30,21.978,24.6,418,1,1
393,02/02/15 18:32,21.978,24.56,418,1,1
394,02/02/15 18:33,21.945,24.6,418,1,1
395,02/02/15 18:34,21.92666667,24.5,418,1,1
396,02/02/15 18:35,21.89,24.5,418,1,1
397,02/02/15 18:36,21.89,24.525,418,1,1
398,02/02/15 18:36,21.89,24.5,418,1,1
399,02/02/15 18:38,21.89,24.5,418,1,1
400,02/02/15 18:39,21.815,24.4175,418,1,1
401,02/02/15 18:40,21.82333333,24.46333333,418,1,1
402,02/02/15 18:40,21.79,24.39,418,1,1
403,02/02/15 18:42,21.79,24.39,418,1,1
404,02/02/15 18:42,21.79,24.39,418,1,1
405,02/02/15 18:43,21.7675,24.39,418.67,1,1
406,02/02/15 18:45,21.7675,24.365,418.67,1,1
407,02/02/15 18:46,21.754,24.35,418.67,1,1
408,02/02/15 18:47,21.7,24.29,418.67,1,1
409,02/02/15 18:48,21.7,24.29,418.67,1,1
410,02/02/15 18:49,21.7,24.29,418.67,1,1
411,02/02/15 18:49,21.7,24.29,418.67,1,1
412,02/02/15 18:51,21.64,24.236,418.67,1,1
413,02/02/15 18:52,21.6,24.2,418.67,1,1
414,02/02/15 18:53,21.6,24.2,418.67,1,1
415,02/02/15 18:53,21.6,24.2225,418.67,1,1
416,02/02/15 18:55,21.5,24.26,418.67,1,1
417,02/02/15 18:55,21.5,24.2,418.67,1,1
418,02/02/15 18:56,21.55,24.2,418.67,1,1
419,02/02/15 18:58,21.5,24.2,418.67,1,1
420,02/02/15 18:59,21.5,24.2,418.67,1,1
421,02/02/15 19:00,21.5,24.2,418.67,1,1
422,02/02/15 19:01,21.5,24.2,418.67,0,1
423,02/02/15 19:01,21.5,24.15,418.67,0,0
424,02/02/15 19:02,21.5,24.175,418.67,0,0
425,02/02/15 19:04,21.5,24.125,418.67,0,0
426,02/02/15 19:05,21.5,24.15,418.67,0,0
427,02/02/15 19:06,21.5,24.125,418.67,0,0
428,02/02/15 19:07,21.5,24.1,418.67,0,0
429,02/02/15 19:08,21.5,24.1,418.67,0,0
430,02/02/15 19:08,21.5,24.1,418.67,0,0
431,02/02/15 19:09,21.5,24.1,418.67,0,0
432,02/02/15 19:11,21.4725,24.075,418.67,0,0
433,02/02/15 19:12,21.39,24,418.67,0,0
434,02/02/15 19:13,21.42666667,23.92666667,418.67,0,1
435,02/02/15 19:14,21.39,23.9725,418.67,0,1
436,02/02/15 19:14,21.39,23.9175,418.67,0,1
437,02/02/15 19:15,21.39,23.945,418.67,0,1
438,02/02/15 19:17,21.365,23.89,418.67,0,1
439,02/02/15 19:18,21.32333333,24,418.67,0,1
440,02/02/15 19:19,21.34,23.9725,418.67,0,1
441,02/02/15 19:20,21.315,23.9725,418.67,0,1
442,02/02/15 19:21,21.35666667,24,418.67,0,1
443,02/02/15 19:21,21.39,23.9725,418.67,0,1
444,02/02/15 19:23,21.315,23.89,418.67,0,1
445,02/02/15 19:24,21.29,23.945,418.67,0,1
446,02/02/15 19:25,21.29,23.9725,418.67,0,1
447,02/02/15 19:25,21.29,23.89,418.67,0,1
448,02/02/15 19:27,21.29,23.92666667,418.67,0,1
449,02/02/15 19:27,21.29,23.89,418.67,0,1
450,02/02/15 19:28,21.29,23.89,418.67,0,1
451,02/02/15 19:30,21.254,23.85,418.67,0,1
452,02/02/15 19:31,21.23,23.82333333,418.67,0,1
453,02/02/15 19:32,21.218,23.81,418.67,0,1
454,02/02/15 19:33,21.2,23.79,418.67,0,1
455,02/02/15 19:34,21.2,23.79,418.67,0,1
456,02/02/15 19:34,21.2,23.79,418.67,0,1
457,02/02/15 19:36,21.2,23.79,418.67,0,1
458,02/02/15 19:37,21.2,23.79,418.67,0,1
459,02/02/15 19:38,21.2,23.7675,418.67,0,1
460,02/02/15 19:38,21.2,23.745,418.67,0,1
461,02/02/15 19:40,21.2,23.76,418.67,0,1
462,02/02/15 19:40,21.2,23.7,418.34,0,1
463,02/02/15 19:41,21.2,23.79,418.34,0,1
464,02/02/15 19:43,21.175,23.7,418.34,0,1
465,02/02/15 19:44,21.16666667,23.7,418.34,0,1
466,02/02/15 19:45,21.125,23.675,418.34,0,1
467,02/02/15 19:46,21.1,23.65,418.34,0,1
468,02/02/15 19:46,21.125,23.65,418.34,1,1
469,02/02/15 19:47,21.1,23.6,418.34,1,1
470,02/02/15 19:49,21.13333333,23.6,418.34,1,1
471,02/02/15 19:50,21.1,23.6,418.34,1,1
472,02/02/15 19:51,21.1,23.6,418.34,1,1
473,02/02/15 19:52,21.1,23.6,418.34,1,1
474,02/02/15 19:53,21.1,23.6,418.34,1,1
475,02/02/15 19:53,21.1,23.575,418.34,1,1
476,02/02/15 19:54,21.1,23.53333333,418.34,1,1
477,02/02/15 19:56,21.1,23.4725,418.34,1,1
478,02/02/15 19:57,21.1,23.4725,418.34,1,1
479,02/02/15 19:58,21.1,23.5,418.34,1,1
480,02/02/15 19:59,21.1,23.5,418.34,1,1
481,02/02/15 19:59,21.125,23.5,418.34,1,1
482,02/02/15 20:00,21.1,23.5,418.34,1,1
483,02/02/15 20:02,21.13333333,23.5,418.34,1,1
484,02/02/15 20:03,21.1,23.3925,418.34,1,1
485,02/02/15 20:04,21.1,23.4725,418.34,1,1
486,02/02/15 20:05,21.1,23.5,418.34,1,1
487,02/02/15 20:06,21.1,23.5,418.34,1,1
488,02/02/15 20:06,21.1,23.5,418.34,1,1
489,02/02/15 20:08,21.1,23.5,418.34,1,1
490,02/02/15 20:09,21.1,23.5,418.34,1,1
491,02/02/15 20:10,21.1,23.434,418.34,1,0
492,02/02/15 20:10,21.1,23.39,418.34,1,0
493,02/02/15 20:12,21.1,23.39,418.34,1,0
494,02/02/15 20:12,21.125,23.39,418.34,1,0
495,02/02/15 20:13,21.1,23.39,418.34,1,0
496,02/02/15 20:15,21.1,23.39,418.34,0,0
497,02/02/15 20:16,21.1,23.39,418.34,0,0
498,02/02/15 20:17,21.1,23.365,418.23,0,0
499,02/02/15 20:18,21.1,23.39,418.23,0,0
500,02/02/15 20:19,21.1,23.365,418.23,0,0
501,02/02/15 20:19,21.1,23.33,418.23,0,0
502,02/02/15 20:21,21.075,23.315,418.23,0,0
503,02/02/15 20:22,21.075,23.34,418.23,0,0
504,02/02/15 20:23,21.1,23.29,418.23,0,0
505,02/02/15 20:23,21.03333333,23.29,418.23,0,0
506,02/02/15 20:25,21.02,23.29,418.23,0,0
507,02/02/15 20:25,21.025,23.29,418.23,0,0
508,02/02/15 20:26,21,23.29,418.23,0,0
509,02/02/15 20:28,21,23.29,418.23,0,0
510,02/02/15 20:29,21,23.254,418.23,0,0
511,02/02/15 20:30,21,23.26,418.23,0,0
512,02/02/15 20:31,21,23.2675,418.23,0,0
513,02/02/15 20:31,21,23.29,418.23,0,0
514,02/02/15 20:32,21,23.29,418.23,0,0
515,02/02/15 20:34,21,23.29,418.23,0,0
516,02/02/15 20:35,21,23.29,418.23,0,0
517,02/02/15 20:36,21,23.29,418.23,0,0
518,02/02/15 20:37,20.9725,23.29,418.23,0,0
519,02/02/15 20:38,21,23.29,418.23,0,0
520,02/02/15 20:38,20.9725,23.29,418.23,0,0
521,02/02/15 20:39,20.96333333,23.29,418.23,0,1
522,02/02/15 20:41,21,23.29,418.23,0,1
523,02/02/15 20:42,20.89,23.2,418.23,0,1
524,02/02/15 20:43,20.89,23.245,418.23,0,1
525,02/02/15 20:44,20.89,23.2225,418.23,1,1
526,02/02/15 20:44,20.89,23.254,418.23,1,1
527,02/02/15 20:45,20.89,23.26,418.23,1,1
528,02/02/15 20:47,20.89,23.2225,418.23,1,1
529,02/02/15 20:48,20.89,23.2,418.23,1,1
530,02/02/15 20:49,20.89,23.2,418.23,1,1
531,02/02/15 20:50,20.89,23.2,418.23,1,1
532,02/02/15 20:51,20.89,23.2,418.23,1,1
533,02/02/15 20:51,20.89,23.2,418.23,1,1
534,02/02/15 20:53,20.89,23.125,418.23,1,1
535,02/02/15 20:54,20.89,23.125,418.23,1,1
536,02/02/15 20:55,20.89,23.1,418.23,1,1
537,02/02/15 20:55,20.89,23.1,418.23,1,1
538,02/02/15 20:57,20.89,23.1,418.23,0,1
539,02/02/15 20:57,20.89,23.1,418.23,0,1
540,02/02/15 20:58,20.89,23.1,418.23,0,1
541,02/02/15 21:00,20.89,23.1,418,0,1
542,02/02/15 21:01,20.89,23.1,418,0,0
543,02/02/15 21:02,20.89,23.1,418,0,0
544,02/02/15 21:03,20.9725,23.1,418,0,0
545,02/02/15 21:04,20.9175,23.1,418,0,0
546,02/02/15 21:04,20.89,23.1,418,0,0
547,02/02/15 21:06,20.89,23.05,0,0,0
548,02/02/15 21:07,20.89,23.05,0,0,0
549,02/02/15 21:08,20.912,23,0,0,0
550,02/02/15 21:08,20.92666667,23,0,0,0
551,02/02/15 21:10,20.89,23,0,0,0
552,02/02/15 21:10,20.89,22.956,0,0,0
553,02/02/15 21:11,20.934,22.934,0,0,0
554,02/02/15 21:13,20.89,23,0,0,0
555,02/02/15 21:14,20.89,23,0,0,0
556,02/02/15 21:15,20.9175,22.9725,0,0,0
557,02/02/15 21:16,20.89,22.945,0,0,0
558,02/02/15 21:16,20.89,22.89,0,0,0
559,02/02/15 21:17,20.9175,22.945,0,0,0
560,02/02/15 21:19,20.89,22.956,0,0,0
561,02/02/15 21:20,20.945,22.89,0,0,0
562,02/02/15 21:21,20.89,22.9175,0,0,0
563,02/02/15 21:22,20.89,22.89,0,0,0
564,02/02/15 21:23,20.89,22.89,0,0,0
565,02/02/15 21:23,20.89,22.89,0,0,0
566,02/02/15 21:24,20.89,22.89,0,0,0
567,02/02/15 21:26,20.89,22.89,0,0,0
568,02/02/15 21:27,20.89,22.89,0,0,0
569,02/02/15 21:28,20.89,22.89,0,0,0
570,02/02/15 21:29,20.85666667,22.85666667,0,0,0
571,02/02/15 21:29,20.89,22.89,0,0,0
572,02/02/15 21:30,20.89,22.865,0,0,0
573,02/02/15 21:32,20.89,22.89,0,0,0
574,02/02/15 21:33,20.89,22.865,0,0,0
575,02/02/15 21:34,20.89,22.89,0,0,0
576,02/02/15 21:35,20.89,22.89,0,0,0
577,02/02/15 21:36,20.89,22.84,0,0,0
578,02/02/15 21:36,20.89,22.84,0,0,0
579,02/02/15 21:38,20.89,22.79,0,0,0
580,02/02/15 21:39,20.89,22.76,0,0,0
581,02/02/15 21:40,20.89,22.815,0,0,0
582,02/02/15 21:40,20.89,22.79,0,0,0
583,02/02/15 21:42,20.89,22.79,0,0,0
584,02/02/15 21:42,20.865,22.7675,0,0,0
585,02/02/15 21:43,20.865,22.7675,0,0,0
586,02/02/15 21:45,20.89,22.79,0,0,0
587,02/02/15 21:46,20.89,22.79,0,0,0
588,02/02/15 21:47,20.89,22.7675,0,0,0
589,02/02/15 21:48,20.865,22.675,0,0,0
590,02/02/15 21:49,20.87,22.718,0,0,0
591,02/02/15 21:49,20.89,22.7,0,0,0
592,02/02/15 21:51,20.89,22.7,0,0,0
593,02/02/15 21:52,20.85,22.678,0,0,0
594,02/02/15 21:53,20.81,22.62,0,0,0
595,02/02/15 21:53,20.79,22.6,0,0,0
596,02/02/15 21:55,20.79,22.65,0,0,0
597,02/02/15 21:55,20.82333333,22.73,0,0,0
598,02/02/15 21:56,20.79,22.6,0,0,0
599,02/02/15 21:58,20.79,22.64,0,0,0
600,02/02/15 21:59,20.79,22.7,0,0,0
601,02/02/15 22:00,20.79,22.65,0,0,0
602,02/02/15 22:01,20.79,22.63333333,0,0,0
603,02/02/15 22:01,20.79,22.7,0,0,0
604,02/02/15 22:02,20.79,22.6,0,0,0
605,02/02/15 22:04,20.79,22.6,0,0,0
606,02/02/15 22:05,20.772,22.6,0,0,0
607,02/02/15 22:06,20.79,22.6,0,0,0
608,02/02/15 22:07,20.79,22.625,0,0,0
609,02/02/15 22:08,20.73,22.6,0,0,0
610,02/02/15 22:08,20.79,22.6,0,0,0
611,02/02/15 22:09,20.79,22.6,0,0,0
612,02/02/15 22:11,20.79,22.6,0,0,0
613,02/02/15 22:12,20.745,22.6,0,0,0
614,02/02/15 22:13,20.76,22.6,0,0,0
615,02/02/15 22:14,20.7225,22.6,0,0,0
616,02/02/15 22:14,20.7225,22.6,0,0,0
617,02/02/15 22:15,20.7225,22.6,0,0,0
618,02/02/15 22:17,20.745,22.55,0,0,0
619,02/02/15 22:18,20.7225,22.55,0,0,0
620,02/02/15 22:19,20.76,22.56666667,0,0,0
621,02/02/15 22:20,20.7225,22.5,0,0,0
622,02/02/15 22:21,20.7225,22.5,0,0,0
623,02/02/15 22:21,20.7675,22.5,0,0,0
624,02/02/15 22:23,20.745,22.5,0,0,0
625,02/02/15 22:24,20.7,22.5,0,0,0
626,02/02/15 22:25,20.7,22.5,0,0,0
627,02/02/15 22:25,20.7675,22.5,0,0,0
628,02/02/15 22:27,20.718,22.52,0,0,0
629,02/02/15 22:27,20.7,22.5,0,0,0
630,02/02/15 22:28,20.73,22.5,0,0,0
631,02/02/15 22:30,20.7,22.5,0,0,0
632,02/02/15 22:31,20.7,22.5,0,0,0
633,02/02/15 22:32,20.7225,22.5,0,0,0
634,02/02/15 22:33,20.7,22.5,0,0,0
635,02/02/15 22:34,20.7225,22.445,0,0,0
636,02/02/15 22:34,20.7,22.5,0,0,0
637,02/02/15 22:36,20.7,22.5,0,0,0
638,02/02/15 22:37,20.718,22.5,0,0,0
639,02/02/15 22:38,20.7,22.5,0,0,0
640,02/02/15 22:38,20.7,22.456,0,0,0
641,02/02/15 22:40,20.7,22.5,0,0,0
642,02/02/15 22:40,20.7,22.5,0,0,0
643,02/02/15 22:41,20.7,22.5,0,0,0
644,02/02/15 22:43,20.7,22.42666667,0,0,0
645,02/02/15 22:44,20.7,22.5,0,0,0
646,02/02/15 22:45,20.7225,22.4725,0,0,0
647,02/02/15 22:46,20.718,22.434,0,0,0
648,02/02/15 22:46,20.73,22.39,0,0,0
649,02/02/15 22:47,20.7,22.39,0,0,0
650,02/02/15 22:49,20.745,22.39,0,0,0
651,02/02/15 22:50,20.7225,22.365,0,0,0
652,02/02/15 22:51,20.745,22.39,0,0,0
